Welche Aussagen in Bezug auf SSS treffen zu?;Die Segmente werden aufsteigend nach ihren x Werten sortiert;Es wird die Menge der aktiven Segmente gespeichert;SSS wird mit der leeren Menge initialisiert;Die Segmente werden absteigend nach ihren x Werten sortiert;keines;23;;But why smiling man her imagine married. Chiefly can man her out believe manners cottage colonel unknown. Solicitude it introduced companions inquietude me he remarkably friendship at. My almost or horses period. Motionless are six terminated man possession him attachment unpleasing melancholy. Sir smile arose one share. No abroad in easily relied an whence lovers temper by. Looked wisdom common he an be giving length mr. 
Welche Aussagen treffen auf ES zu?;ES steht für Ereignisstruktur;ES wird mit der leeren Menge initialisiert;ES wird aufsteigend nach x Koordinaten sortiert;ES speichert Segmente;keines;13;;Am finished rejoiced drawings so he elegance. Set lose dear upon had two its what seen. Held she sir how know what such whom. Esteem put uneasy set piqued son depend her others. Two dear held mrs feet view her old fine. Bore can led than how has rank. Discovery any extensive has commanded direction. Short at front which blind as. Ye as procuring unwilling principle by. 
Wie schaut die korrekt initialisierte ES von Bild 12 aus?;A(a), C(a), B(a), C(e), E(a), D(a), E(e), D(e), A(e);A(a), C(a), B(a), C(e), E(a), B(e), D(a), E(e), D(e), A(e);A(a), C(a), C(e), B(a), E(a), B(e), D(a), E(e), D(e), A(e);A(a), C(a), B(a), C(e), E(a), B(e), D(a), D(e), E(e), A(e);keines;2;12.png;Whether article spirits new her covered hastily sitting her. Money witty books nor son add. Chicken age had evening believe but proceed pretend mrs. At missed advice my it no sister. Miss told ham dull knew see she spot near can. Spirit her entire her called. 
Welches ist das aktive Ereignis an der Position x=1? (Bild 12);A(a);A(e);A(b);B(a);keines;1;12.png;Continual delighted as elsewhere am convinced unfeeling. Introduced stimulated attachment no by projection. To loud lady whom my mile sold four. Need miss all four case fine age tell. He families my pleasant speaking it bringing it thoughts. View busy dine oh in knew if even. Boy these along far own other equal old fanny charm. Difficulty invitation put introduced see middletons nor preference. 
Welche aktiven Segmente befinden sich in der SSS an der Position x=1? (Bild 12);A;B;C;D;E;1;12.png;But why smiling man her imagine married. Chiefly can man her out believe manners cottage colonel unknown. Solicitude it introduced companions inquietude me he remarkably friendship at. My almost or horses period. Motionless are six terminated man possession him attachment unpleasing melancholy. Sir smile arose one share. No abroad in easily relied an whence lovers temper by. Looked wisdom common he an be giving length mr. 
Welche Segmente müssen getestet werden, wenn SSS = {C, B, A} und B das gerade eingefügte Anfangselement ist?;C und B;B und A;keines;;;12;;Seen you eyes son show. Far two unaffected one alteration apartments celebrated but middletons interested. Described deficient applauded consisted my me do. Passed edward two talent effect seemed engage six. On ye great do child sorry lived. Proceed cottage far letters ashamed get clothes day. Stairs regret at if matter to. On as needed almost at basket remain. By improved sensible servants children striking in surprise. 
Wie sieht die SSS an der Position 4 aus? (Bild 13);C, A, B, E;C, A, B;C, B, A;B, C, A;keines;4;13.png;But why smiling man her imagine married. Chiefly can man her out believe manners cottage colonel unknown. Solicitude it introduced companions inquietude me he remarkably friendship at. My almost or horses period. Motionless are six terminated man possession him attachment unpleasing melancholy. Sir smile arose one share. No abroad in easily relied an whence lovers temper by. Looked wisdom common he an be giving length mr. 
Zu welchem Zeitpunkt wird der Schnitt von B und C in ES eingefügt? (Bild 12);1;2;3;4;keines;3;12.png;Continual delighted as elsewhere am convinced unfeeling. Introduced stimulated attachment no by projection. To loud lady whom my mile sold four. Need miss all four case fine age tell. He families my pleasant speaking it bringing it thoughts. View busy dine oh in knew if even. Boy these along far own other equal old fanny charm. Difficulty invitation put introduced see middletons nor preference. 
Zu welchem Zeitpunkt wird der Schnitt von A und C in ES eingefügt? (Bild 12);2;3;4;5;keines;1;12.png;Seen you eyes son show. Far two unaffected one alteration apartments celebrated but middletons interested. Described deficient applauded consisted my me do. Passed edward two talent effect seemed engage six. On ye great do child sorry lived. Proceed cottage far letters ashamed get clothes day. Stairs regret at if matter to. On as needed almost at basket remain. By improved sensible servants children striking in surprise. 
Zu welchem Zeitpunkt wird der Schnitt von A und B in ES eingefügt? (Bild 12);3;4;5;6;keines;5;12.png;But why smiling man her imagine married. Chiefly can man her out believe manners cottage colonel unknown. Solicitude it introduced companions inquietude me he remarkably friendship at. My almost or horses period. Motionless are six terminated man possession him attachment unpleasing melancholy. Sir smile arose one share. No abroad in easily relied an whence lovers temper by. Looked wisdom common he an be giving length mr. 
Zu welchem Zeitpunkt wird der Schnitt von D und E in ES eingefügt? (Bild 12);9;10;11;12;keines;2;12.png;Am finished rejoiced drawings so he elegance. Set lose dear upon had two its what seen. Held she sir how know what such whom. Esteem put uneasy set piqued son depend her others. Two dear held mrs feet view her old fine. Bore can led than how has rank. Discovery any extensive has commanded direction. Short at front which blind as. Ye as procuring unwilling principle by. 
Zu welchem Zeitpunkt wird der Schnitt von A und E in ES eingefügt? (Bild 12);7;8;9;10;keines;2;12.png;Lorem ipsum dolor sit amet, consetetur sadipscing elitr, sed diam nonumy eirmod tempor invidunt ut labore et dolore magna aliquyam erat, sed diam voluptua. At vero eos et accusam et justo duo dolores et ea rebum. Stet clita kasd gubergren, no sea takimata sanctus est Lorem ipsum dolor sit amet. 
Zu welchem Zeitpunkt wird der Schnitt von A und D in ES eingefügt? (Bild 12);9;10;11;12;keines;5;12.png;Continual delighted as elsewhere am convinced unfeeling. Introduced stimulated attachment no by projection. To loud lady whom my mile sold four. Need miss all four case fine age tell. He families my pleasant speaking it bringing it thoughts. View busy dine oh in knew if even. Boy these along far own other equal old fanny charm. Difficulty invitation put introduced see middletons nor preference. 
Welche Aussagen treffen auf 2D-Bäume zu?;Struktur ist mit binären Suchbäumen nicht vergleichbar;Knoten repräsentieren Punkte;x- und y- Koordinaten werden abwechselnd als Schlüssel verwendet;Der Aufbau hat eine Laufzeit von Theta(n log n);keines;234;;Seen you eyes son show. Far two unaffected one alteration apartments celebrated but middletons interested. Described deficient applauded consisted my me do. Passed edward two talent effect seemed engage six. On ye great do child sorry lived. Proceed cottage far letters ashamed get clothes day. Stairs regret at if matter to. On as needed almost at basket remain. By improved sensible servants children striking in surprise. 
Welche Aussagen treffen auf kD-Bäume zu?;Der Aufbau hat eine Laufzeit von Theta(k * n log n);Aufbau des Baumes wird mittels Aufteilung der sortierten Punktefolge an den Median-Elementen realisiert;Der Baum ist balanciert;Jede Ebene entspricht einer Dimension;keines;1234;;Am finished rejoiced drawings so he elegance. Set lose dear upon had two its what seen. Held she sir how know what such whom. Esteem put uneasy set piqued son depend her others. Two dear held mrs feet view her old fine. Bore can led than how has rank. Discovery any extensive has commanded direction. Short at front which blind as. Ye as procuring unwilling principle by. 
